Treatment,Colony,BeeID,Trial,Num not reach feeder 9,Num reach feeder 9,NumDistinctArms
Unbalanced,Unbalanced_Colony10,10Rep2,5,0,11,8
Unbalanced,Unbalanced_Colony10,10Rep2,6,0,13,8
Unbalanced,Unbalanced_Colony10,10Rep2,7,0,13,8
Unbalanced,Unbalanced_Colony10,10Rep2,8,0,10,8
Unbalanced,Unbalanced_Colony10,10Rep3,1,1,41,8
Unbalanced,Unbalanced_Colony10,10Rep3,2,1,8,8
Unbalanced,Unbalanced_Colony10,10Rep3,3,3,30,8
Unbalanced,Unbalanced_Colony10,10Rep3,4,0,12,8
Unbalanced,Unbalanced_Colony10,10Rep3,5,1,16,8
Unbalanced,Unbalanced_Colony10,10Rep3,6,2,21,8
Unbalanced,Unbalanced_Colony10,10Rep3,7,2,22,8
Unbalanced,Unbalanced_Colony10,10Rep3,8,7,32,8
Unbalanced,Unbalanced_Colony10,10Rep4,1,2,37,8
Unbalanced,Unbalanced_Colony10,10Rep4,2,1,15,8
Unbalanced,Unbalanced_Colony10,10Rep4,3,0,18,8
Unbalanced,Unbalanced_Colony10,10Rep4,4,2,20,8
Unbalanced,Unbalanced_Colony10,10Rep4,5,2,11,8
Unbalanced,Unbalanced_Colony10,10Rep4,6,1,11,8
Unbalanced,Unbalanced_Colony10,10Rep4,7,1,13,8
Unbalanced,Unbalanced_Colony10,10Rep4,8,9,39,8
Unbalanced,Unbalanced_Colony10,10Rep5,1,1,17,8
Unbalanced,Unbalanced_Colony10,10Rep5,2,1,36,8
Unbalanced,Unbalanced_Colony10,10Rep5,3,1,23,8
Unbalanced,Unbalanced_Colony10,10Rep5,4,1,20,8
Unbalanced,Unbalanced_Colony10,10Rep5,5,1,26,8
Unbalanced,Unbalanced_Colony10,10Rep5,6,2,10,8
Unbalanced,Unbalanced_Colony10,10Rep5,7,1,19,8
Unbalanced,Unbalanced_Colony10,10Rep5,8,0,16,8
Unbalanced,Unbalanced_Colony10,10Rep6,1,2,36,8
Unbalanced,Unbalanced_Colony10,10Rep6,2,1,17,8
Unbalanced,Unbalanced_Colony10,10Rep6,3,0,20,8
Unbalanced,Unbalanced_Colony10,10Rep6,4,1,19,8
Unbalanced,Unbalanced_Colony10,10Rep6,5,2,23,8
Unbalanced,Unbalanced_Colony10,10Rep6,6,1,12,8
Unbalanced,Unbalanced_Colony10,10Rep6,7,3,19,8
Unbalanced,Unbalanced_Colony10,10Rep6,8,1,17,8
