Treatment,ColonyID,TestingDate,BeeID,Trial number,Visit01,Visit02,Visit03,Visit04,Visit05,Visit06,Visit07,Visit08,Visit09,Visit10,Visit11,Visit12,Visit13,Visit14,Visit15,Visit16,Visit17,Visit18,Visit19,Visit20,Visit21,Visit22,Visit23,Visit24,Visit25,Visit26,Visit27,Visit28,Visit29,Visit30,Visit31,Visit32,Visit33,Visit34,Visit35,Visit36,Visit37,Visit38,Visit39,Visit40,Visit41,Visit42,Visit43,Visit44,Visit45,Visit46,Visit47,Visit48,Visit49,Visit50,Visit51,Visit52,Visit53,Visit54,Visit55,Visit56,Visit57,Visit58,Visit59,Visit60,NumDistinctArms,RowRelativeNumber,TotalArms,NumSame,NumReward,NumRevisited,NumTurnsL1,NumTurnsL2,NumTurnsL3,NumTurnsR1,NumTurnsR2,NumTurnsR3,NumTurns4,NumReentries0,Total1s,Total 2s,Total 3s,Prop 1s,Prop 2s,Prop 3s,PropO4,PropOS,FirstMistake,NumSwitches,TotalL,TotalR,TotalLorR,Change direction prop,Proportion R,Prop R bias,Prop side bias,Num not reach feeder 9,Num reach feeder 9,Season,New or Used floor,EmergenceDate,AgeDays,AgeRelativeToColony
Balanced,Balanced_Colony03,2022-03-17,3Rep6,4,Reward,Reward,Reward,Reward,Reward,Previsited,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Reward,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,4,,R1,R1,R1,R3,R3,R2,R2,R1,R3,R2,R2,R2,R1,R3,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,5,6,6,6,5,4,2,1,8,6,4,2,8,7,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,16,2,8,6,0,0,0,7,6,0,0,2,7,6,0,0.4666666667,0.4,0,0,0.1333333333,2,0,0,13,13,0,1,0.5,0.5,,,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,5,4.450435,4.347634,9.994085,10.758565,9.722386,11.158238,11.408525,11.428463,10.000227,9.904373,11.238083,11.550682,12.004108,8.413094,8.183814,9.65305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,5,Reward,Same,Same,Reward,Reward,Reward,Reward,Reward,Previsited,Previsited,Previsited,Previsited,Reward,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,5,,S0,S0,R1,R1,R2,R1,R1,R2,R2,R2,R2,R1,R1,R1,R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,6,7,6,4,3,2,1,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,8,0,8,0,0,0,0,5,1,1,0,0,5,1,1,0.7142857143,0.1428571429,0.1428571429,0,0,8,0,0,7,7,0,1,0.5,0.5,,,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,6,11.375826,10.530911,10.791941,11.484543,11.230414,10.269681,9.660962,9.872676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,6,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,6,,R1,R2,R1,R1,R1,R1,R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,7,7,7,4,3,1,8,7,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,12,1,8,3,0,0,0,8,1,1,0,1,8,1,1,0.7272727273,0.0909090909,0.0909090909,0,0.0909090909,2,0,0,10,10,0,1,0.5,0.5,,,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,7,4.454594,11.818994,10.673106,10.12338,9.930278,11.123245,9.78715,11.095891,10.23384,9.122045,9.572242,9.766335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,7,Reward,Same,Reward,Reward,Reward,Reward,Previsited,Reward,Reward,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,7,,S0,R3,R1,R2,R1,R1,R1,R1,R1,R1,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,8,7,7,7,7,7,7,7,7,1,7,6,5,4,2,1,8,7,6,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,21,7,8,6,0,1,0,10,2,0,0,7,10,3,0,0.5,0.15,0,0,0.35,2,1,1,12,13,0.0833333333,0.9230769231,0.4230769231,0.4230769231,,,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,8,5.013156,4.369994,4.356099,4.356368,4.411856,4.439779,4.495712,4.956259,9.818567,10.346286,9.653575,10.433936,10.059793,10.331278,9.666287,10.850304,9.470062,9.774295,9.849905,9.93281,9.766415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,8,Reward,Same,Same,Same,Same,Same,Same,Same,Reward,Previsited,Reward,Reward,Reward,Reward,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony03,2022-03-17,3Rep6,8,,S0,S0,S0,S0,S0,S0,S0,L2,R2,R1,R1,R1,R2,R1,R1,R1,R1,R1,R1,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-02-17,28,1.6666666667
Balanced,Balanced_Colony04,2022-04-28,4Rep1,1,6,1,4,2,5,2,6,2,6,1,3,4,2,7,7,3,7,2,4,7,3,2,5,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,26,1,8,17,1,2,7,3,2,3,6,1,4,4,10,0.16,0.16,0.4,0.24,0.04,6,9,10,8,18,0.5294117647,0.4444444444,-0.055555556,0.0555555556,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,1,10.310409,11.533913,11.395121,10.096483,10.947615,10.458511,10.041465,11.296851,9.635405,10.657516,10.179238,11.264417,4.516001,10.960054,12.021892,10.136772,10.458343,11.753436,11.08378,10.277574,9.753493,11.437585,11.198571,8.283812,11.794841,11.474694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,1,Reward,Reward,Reward,Reward,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,Previsited,Previsited,Reward,Same,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,1,,L3,L3,R2,L3,R3,O4,O4,O4,L3,L2,L1,R2,R3,S0,O4,O4,L3,L2,L3,O4,R1,L3,R3,R1,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,2,4,4,1,3,4,1,5,2,4,7,5,4,6,4,5,2,4,5,3,2,6,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,24,2,8,14,3,4,1,2,3,6,2,2,5,7,7,0.2173913043,0.3043478261,0.3043478261,0.0869565217,0.0869565217,2,10,8,11,19,0.5555555556,0.5789473684,0.0789473684,0.0789473684,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,2,10.9815,10.425245,10.262523,10.370354,9.56026,9.755411,10.635601,10.030452,9.677312,10.56936,9.43672,9.580933,10.778205,6.46015,11.380126,10.409097,7.082631,11.348652,11.628269,11.612266,11.392675,11.593602,11.060965,10.190989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,2,Reward,Same,Reward,Reward,Previsited,Previsited,Reward,Reward,Previsited,Reward,Previsited,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Same,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,2,,S0,R3,L2,L1,R3,O4,R3,L2,L3,R2,R1,L2,R2,L1,R3,L2,L1,R2,R1,O4,R3,S0,R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,3,6,3,1,4,8,2,6,4,8,3,8,2,4,4,4,1,4,2,5,5,5,5,4,5,1,5,3,8,3,6,2,5,8,3,4,7,,,,,,,,,,,,,,,,,,,,,,,,,8,One,36,5,8,23,2,3,10,1,4,4,6,5,3,7,14,0.0857142857,0.2,0.4,0.1714285714,0.1428571429,7,13,15,9,24,0.5652173913,0.375,-0.125,0.125,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,3,11.511549,10.018786,10.288398,9.776469,10.353725,10.084178,9.816443,10.691317,11.157836,11.225137,8.748569,10.826565,10.043406,4.360393,4.350457,10.752729,9.227594,8.639335,10.054676,9.428619,9.368473,9.632957,11.099931,9.521586,10.281177,9.98261,11.631873,11.946095,11.436988,11.492212,11.632007,11.192826,11.392931,10.936321,10.919929,10.038844,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,32,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,3,Reward,Reward,Reward,Reward,Reward,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Same,Same,Previsited,Previsited,Previsited,Reward,Same,Same,Same,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,3,,R3,R2,L3,O4,L2,O4,R2,O4,L3,R3,L2,L2,S0,S0,R3,L3,R2,L3,S0,S0,S0,R1,L1,O4,O4,R2,R3,L3,L3,O4,L3,L3,L3,L1,L3,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,4,1,4,2,5,1,7,2,4,5,3,1,7,2,2,6,3,7,4,3,2,7,2,7,3,7,1,4,4,7,1,6,7,2,7,2,8,,,,,,,,,,,,,,,,,,,,,,,,,8,One,36,2,8,26,2,3,9,2,6,6,5,2,4,9,15,0.1142857143,0.2571428571,0.4285714286,0.1428571429,0.0571428571,5,15,14,14,28,0.5555555556,0.5,0,0,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,4,11.622367,9.858292,9.838559,9.835646,9.761464,10.219869,10.239571,10.110529,11.4207,9.953336,9.189768,10.104724,11.420666,11.612686,10.604361,11.294987,11.717425,9.269326,11.451892,11.314782,11.729846,10.87168,11.388003,11.117653,10.08122,11.071604,9.98259,11.07787,10.895178,10.207521,11.422236,10.855693,11.522652,11.157819,10.397011,10.241608,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,4,Reward,Reward,Reward,Reward,Previsited,Reward,Previsited,Previsited,Previsited,Reward,Previsited,Previsited,Previsited,Same,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Same,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,4,,L3,R2,L3,O4,R2,L3,L2,L1,R2,R2,R2,L3,S0,O4,R3,O4,R3,R1,R1,R3,L3,R3,O4,O4,L2,L3,S0,L3,L2,R3,L1,L3,R3,L3,R2,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,5,5,3,1,3,1,3,8,1,5,7,8,2,6,3,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,17,0,8,9,2,5,1,0,3,2,3,0,2,8,3,0.125,0.5,0.1875,0.1875,0,4,7,8,5,13,0.5833333333,0.3846153846,-0.115384615,0.1153846154,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,5,10.963042,9.624555,10.055626,6.740822,9.64703,9.526007,10.344929,10.364582,7.966369,11.834421,9.892518,11.337293,11.717375,6.215016,10.152221,11.150129,9.459002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,5,Reward,Reward,Reward,Previsited,Previsited,Previsited,Reward,Previsited,Previsited,Reward,Previsited,Reward,Reward,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,5,,R2,R2,L2,R2,L2,R3,L1,O4,L2,L1,L2,O4,R3,L2,O4,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,6,8,1,5,8,6,1,5,1,6,6,4,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,14,1,8,5,2,0,4,0,2,1,3,1,2,2,5,0.1538461538,0.1538461538,0.3846153846,0.2307692308,0.0769230769,4,4,6,3,9,0.5,0.3333333333,-0.166666667,0.1666666667,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,6,10.187565,9.940108,10.057021,6.281713,11.573055,9.588051,9.935342,9.180494,11.651011,10.686248,11.692095,10.089975,10.206604,11.699928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,6,Reward,Reward,Reward,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Same,Reward,Reward,Reward,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,6,,L1,O4,L3,R2,L3,O4,O4,R3,S0,R2,L3,L3,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,7,5,3,8,2,8,2,6,8,4,7,5,5,4,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,16,1,8,7,0,4,1,2,3,1,3,1,2,7,2,0.1333333333,0.4666666667,0.1333333333,0.2,0.0666666667,5,6,5,6,11,0.6,0.5454545455,0.0454545455,0.0454545455,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,7,10.881662,10.2109,10.939974,10.065217,9.754572,8.054894,11.042975,9.742935,11.301181,11.724061,9.568168,8.032284,7.170024,12.02695,6.879329,10.480704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,7,Reward,Reward,Reward,Reward,Previsited,Previsited,Reward,Previsited,Reward,Reward,Previsited,Same,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,7,,R2,R3,L2,R2,L2,O4,L2,O4,L3,R2,S0,R1,O4,L2,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,8,2,3,6,3,7,2,4,7,1,4,1,5,5,6,4,1,6,5,4,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,22,3,8,11,2,2,4,2,1,4,3,3,4,3,8,0.1904761905,0.1428571429,0.380952381,0.1428571429,0.1428571429,4,5,8,7,15,0.3571428571,0.4666666667,-0.033333333,0.0333333333,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,8,7.036769,11.211844,9.741334,5.827379,10.527153,11.503266,10.996276,7.833448,11.616059,7.740806,10.208056,10.485148,7.190872,7.661328,11.260073,11.700995,11.256541,8.365998,11.530887,4.527726,4.418037,10.162737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,8,Reward,Reward,Reward,Previsited,Reward,Previsited,Reward,Previsited,Reward,Previsited,Previsited,Reward,Same,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,Same,Same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-04-28,4Rep1,8,,L1,L3,R3,O4,L3,L2,L3,L2,L3,R3,O4,S0,L1,R2,R3,R3,R1,R1,O4,S0,S0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,21,-2.833333333
Balanced,Balanced_Colony04,2022-05-01,4Rep2,1,5,6,2,4,2,8,6,4,8,5,3,1,7,5,8,5,6,4,8,5,7,4,2,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,25,0,8,17,2,2,2,0,11,4,3,0,2,13,6,0.0833333333,0.5416666667,0.25,0.125,0,5,8,6,15,21,0.4,0.7142857143,0.2142857143,0.2142857143,,,Winter,,2022-04-07,24,0.1666666667
Balanced,Balanced_Colony04,2022-05-01,4Rep2,1,11.202191,10.846046,11.699845,11.271285,11.692095,11.875216,9.754832,10.741538,10.328335,11.083147,11.407294,11.839444,11.415903,11.113725,9.952552,11.285129,11.202887,11.216381,9.974347,10.122147,11.254272,11.096646,10.998899,11.692095,10.444598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,Winter,,2022-04-07,24,0.1666666667
Balanced,Balanced_Colony04,2022-05-01,4Rep2,1,Reward,Reward,Reward,Reward,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Reward,Reward,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,24,0.1666666667
Balanced,Balanced_Colony04,2022-05-01,4Rep2,1,,L1,O4,L2,R2,R2,R2,R2,O4,R3,R2,R2,R2,R2,L3,R3,L1,R2,O4,R3,L2,R3,R2,R2,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,24,0.1666666667
Balanced,Balanced_Colony04,2022-05-01,4Rep2,2,7,4,1,8,4,2,8,6,4,1,6,4,3,2,8,6,3,2,8,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,21,0,8,13,0,0,0,5,9,5,1,0,5,9,5,0.25,0.45,0.25,0.05,0,5,0,0,19,19,0,1,0.5,0.5,,,Winter,,2022-04-07,24,0.1666666667
Balanced,Balanced_Colony04,2022-05-01,4Rep2,2,10.855908,11.261059,11.207862,11.833631,10.513961,9.8048,11.452045,10.625717,10.302881,11.295954,11.694229,10.335579,11.285129,10.052815,11.669901,10.249371,11.225102,9.9354,10.196133,11.675763,9.747135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,Winter,,2022-04-07,24,0.1666666667
Balanced,Balanced_Colony04,2022-05-01,4Rep2,2,Reward,Reward,Reward,Reward,Previsited,Reward,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,24,0.1666666667
Balanced,Balanced_Colony04,2022-05-01,4Rep2,2,,R3,R3,R1,O4,R2,R2,R2,R2,R3,R3,R2,R1,R1,R2,R2,R3,R1,R2,R2,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,24,0.1666666667
Balanced,Balanced_Colony04,2022-05-01,4Rep2,3,7,6,5,3,2,7,5,8,3,2,7,4,7,3,7,5,3,8,4,2,7,2,5,2,7,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,28,0,8,20,0,0,5,4,8,7,3,0,4,8,12,0.1481481481,0.2962962963,0.4444444444,0.1111111111,0,6,6,5,19,24,0.2608695652,0.7916666667,0.2916666667,0.2916666667,,,Winter,,2022-04-07,24,0.1666666667
Balanced,Balanced_Colony04,2022-05-01,4Rep2,3,10.552157,10.705165,11.467761,11.0731,10.959432,10.646958,11.34025,11.570629,9.971063,11.215582,11.806519,11.3995,10.267897,10.643991,9.859992,11.644083,10.150531,10.445829,11.081248,11.074702,10.010689,9.267832,11.408456,9.816443,10.435131,9.78462,9.553795,9.849905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,Winter,,2022-04-07,24,0.1666666667
Balanced,Balanced_Colony04,2022-05-01,4Rep2,3,Reward,Reward,Reward,Reward,Reward,Previsited,Previsited,Reward,Previsited,Previsited,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2022-04-07,24,0.1666666667
