Treatment,ColonyID,TestingDate,BeeID,Trial number,Finish time (s),Total distance (cm),New or Used,Notes
Balanced,Balanced_Colony02,06_02_2022,Colony2_39Rep6,6,87.44,142.900012,,
Balanced,Balanced_Colony02,06_02_2022,Colony2_39Rep6,7,143.08,388.539936,,
Balanced,Balanced_Colony02,06_02_2022,Colony2_39Rep6,8,108.36,252.885725,,
Balanced,Balanced_Colony03,13_03_2022,Colony3_807Rep1,1,185.1,151.561277,,
Balanced,Balanced_Colony03,13_03_2022,Colony3_807Rep1,2,104.06,78.932112,,
Balanced,Balanced_Colony03,13_03_2022,Colony3_807Rep1,3,200.9,354.340314,,
Balanced,Balanced_Colony03,13_03_2022,Colony3_807Rep1,4,126.12,209.27523,,
Balanced,Balanced_Colony03,13_03_2022,Colony3_807Rep1,5,261.66,493.750478,,
Balanced,Balanced_Colony03,13_03_2022,Colony3_807Rep1,6,148.18,274.52743,,
Balanced,Balanced_Colony03,13_03_2022,Colony3_807Rep1,7,125.4,198.73082,,
Balanced,Balanced_Colony03,13_03_2022,Colony3_807Rep1,8,181.12,304.336956,,
Balanced,Balanced_Colony03,14_03_2022,Colony3_807Rep2,1,213.7,352.578498,,
Balanced,Balanced_Colony03,14_03_2022,Colony3_807Rep2,2,103,84.27013,,
Balanced,Balanced_Colony03,14_03_2022,Colony3_807Rep2,3,158.34,217.17261,,
Balanced,Balanced_Colony03,14_03_2022,Colony3_807Rep2,4,97.1,58.233293,,
Balanced,Balanced_Colony03,14_03_2022,Colony3_807Rep2,5,159.38,237.162027,,
Balanced,Balanced_Colony03,14_03_2022,Colony3_807Rep2,6,151.5,238.394368,,
Balanced,Balanced_Colony03,14_03_2022,Colony3_807Rep2,7,198.8,539.390097,,
Balanced,Balanced_Colony03,14_03_2022,Colony3_807Rep2,8,90.36,151.581122,,
Balanced,Balanced_Colony03,15_03_2022,Colony3_807Rep3,1,106.34,278.953135,,
Balanced,Balanced_Colony03,15_03_2022,Colony3_807Rep3,2,127.52,285.754882,,
Balanced,Balanced_Colony03,15_03_2022,Colony3_807Rep3,3,81.98,138.285856,,
Balanced,Balanced_Colony03,15_03_2022,Colony3_807Rep3,4,97.74,222.918513,,
Balanced,Balanced_Colony03,15_03_2022,Colony3_807Rep3,5,138.76,468.477511,,
Balanced,Balanced_Colony03,15_03_2022,Colony3_807Rep3,6,138.26,409.196152,,
Balanced,Balanced_Colony03,15_03_2022,Colony3_807Rep3,7,95.02,175.402101,,
Balanced,Balanced_Colony03,15_03_2022,Colony3_807Rep3,8,81.6,165.560531,,
Balanced,Balanced_Colony03,16_03_2022,Colony3_807Rep4,1,167.96,433.716145,,
Balanced,Balanced_Colony03,16_03_2022,Colony3_807Rep4,2,111.16,224.264965,,
Balanced,Balanced_Colony03,16_03_2022,Colony3_807Rep4,3,146.94,389.958022,,
Balanced,Balanced_Colony03,16_03_2022,Colony3_807Rep4,4,118.98,180.097278,,
Balanced,Balanced_Colony03,16_03_2022,Colony3_807Rep4,5,116.74,161.606723,,
Balanced,Balanced_Colony03,16_03_2022,Colony3_807Rep4,6,88.34,195.751654,,
Balanced,Balanced_Colony03,16_03_2022,Colony3_807Rep4,7,126.92,259.653117,,
Balanced,Balanced_Colony03,16_03_2022,Colony3_807Rep4,8,84.12,156.550061,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep5,1,89.62,102.907787,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep5,2,135.8,338.139032,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep5,3,114.74,278.614749,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep5,4,108.16,265.096257,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep5,5,130.36,249.163565,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep5,6,156.36,473.009743,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep5,7,121.8,271.134405,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep5,8,99.96,128.208644,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep6,1,158.72,88.276724,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep6,2,219.04,173.921773,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep6,3,132.7,75.815978,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep6,4,147.32,99.526826,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep6,5,153.38,67.158512,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep6,6,130.18,25.858499,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep6,7,129.58,29.199423,,
Balanced,Balanced_Colony03,17_03_2022,Colony3_807Rep6,8,135,47.897571,,
Balanced,Balanced_Colony04,28_04_2022,Colony4_42Rep1,1,157.52,339.227287,,
Balanced,Balanced_Colony04,28_04_2022,Colony4_42Rep1,2,148.12,299.963628,,
Balanced,Balanced_Colony04,28_04_2022,Colony4_42Rep1,3,207.52,452.255691,,
Balanced,Balanced_Colony04,28_04_2022,Colony4_42Rep1,4,197.28,484.923091,,
Balanced,Balanced_Colony04,28_04_2022,Colony4_42Rep1,5,112.98,205.9907,,
Balanced,Balanced_Colony04,28_04_2022,Colony4_42Rep1,6,83.36,185.121047,,
Balanced,Balanced_Colony04,28_04_2022,Colony4_42Rep1,7,118.92,197.550614,,
Balanced,Balanced_Colony04,28_04_2022,Colony4_42Rep1,8,144.66,246.939827,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep2,1,154.12,373.315926,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep2,2,142.84,249.445074,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep2,3,173.62,347.977959,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep2,4,79.24,80.867504,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep2,5,86.94,85.777754,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep2,6,70.72,57.22646,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep2,7,84.56,58.008141,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep2,8,83.7,61.691391,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep3,1,112.08,152.29988,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep3,2,87.68,95.171461,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep3,3,75.14,79.831289,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep3,4,156.36,255.942741,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep3,5,92.46,79.68115,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep3,6,97.78,87.222268,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep3,7,120.68,127.426617,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep3,8,77.04,73.037604,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep4,1,111.36,241.468625,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep4,2,234.28,750.609034,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep4,3,157.44,433.701234,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep4,4,135.74,348.928056,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep4,5,104.96,211.339051,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep4,6,67.46,144.770394,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep4,7,171.28,455.108856,,
Balanced,Balanced_Colony04,01_05_2022,Colony4_42Rep4,8,126,315.615197,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep5,1,163.56,360.488773,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep5,2,120.52,319.299232,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep5,3,93,161.255804,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep5,4,93.8,206.150355,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep5,5,77.16,170.000367,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep5,6,73.02,120.206151,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep5,7,99.26,242.627966,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep5,8,95.32,226.971221,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep6,1,84,191.882045,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep6,2,92.16,271.771862,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep6,3,156.62,590.776084,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep6,4,82.98,233.652497,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep6,5,84.44,281.565727,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep6,6,82.08,274.267966,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep6,7,88.94,326.217317,,
Balanced,Balanced_Colony04,02_05_2022,Colony4_42Rep6,8,85.14,310.200648,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep1,1,79.14,355.708352,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep1,2,83.94,322.865944,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep1,3,132.06,496.794057,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep1,4,79.08,323.432674,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep1,5,68.74,208.43117,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep1,6,73.7,231.850164,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep1,7,92.76,312.990082,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep1,8,93.24,323.433148,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep2,1,93.46,271.438255,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep2,2,70.7,227.317662,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep2,3,77.38,228.8354,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep2,4,64.72,213.461224,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep2,5,107.2,467.385996,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep2,6,59.66,204.79379,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep2,7,63.58,211.789195,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep2,8,91.4,339.46235,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep3,1,238.3,974.347399,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep3,2,146.1,592.041348,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep3,3,128.32,470.612621,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep3,4,104.4,383.594251,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep3,5,74.14,251.340433,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep3,6,69.12,275.026616,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep3,7,88.7,326.979498,,
Balanced,Balanced_Colony05,01_06_2022,Colony5_40Rep3,8,48.3,134.908691,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep4,1,95.12,168.49443,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep4,2,139.26,319.609259,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep4,3,103.92,151.753727,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep4,4,145.6,265.528942,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep4,5,132.9,256.941843,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep4,6,103.7,220.835109,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep4,7,108.52,140.241071,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep4,8,102.96,192.039132,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep5,1,114.6,215.350835,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep5,2,175.12,537.373538,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep5,3,111.2,358.446527,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep5,4,83.06,194.612991,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep5,5,104.64,168.301287,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep5,6,170,621.037603,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep5,7,99.92,205.579148,,
Balanced,Balanced_Colony05,03_06_2022,Colony5_40Rep5,8,82.88,132.316968,,
Balanced,Balanced_Colony05,06_06_2022,Colony5_40Rep6,1,101.58,435.499022,,
Balanced,Balanced_Colony05,06_06_2022,Colony5_40Rep6,2,61.48,227.291786,,
Balanced,Balanced_Colony05,06_06_2022,Colony5_40Rep6,3,62.46,253.078087,,
Balanced,Balanced_Colony05,06_06_2022,Colony5_40Rep6,4,56.16,195.419313,,
Balanced,Balanced_Colony05,06_06_2022,Colony5_40Rep6,5,51.02,183.538555,,
Balanced,Balanced_Colony05,06_06_2022,Colony5_40Rep6,6,59.52,229.392473,,
Balanced,Balanced_Colony05,06_06_2022,Colony5_40Rep6,7,60.22,259.684218,,
Balanced,Balanced_Colony05,06_06_2022,Colony5_40Rep6,8,113.04,509.339431,,
Unbalanced,Unbalanced_Colony06,04_01_2022,Colony1_872Rep1,1,110.8,202.545157,,
Unbalanced,Unbalanced_Colony06,04_01_2022,Colony1_872Rep1,2,113.54,340.466022,,
Unbalanced,Unbalanced_Colony06,04_01_2022,Colony1_872Rep1,3,126.1,366.538358,,
Unbalanced,Unbalanced_Colony06,04_01_2022,Colony1_872Rep1,4,95.04,217.975001,,
Unbalanced,Unbalanced_Colony06,04_01_2022,Colony1_872Rep1,5,104.48,232.148426,,
Unbalanced,Unbalanced_Colony06,04_01_2022,Colony1_872Rep1,6,133.8,336.172169,,
Unbalanced,Unbalanced_Colony06,04_01_2022,Colony1_872Rep1,7,185.3,336.657425,,
Unbalanced,Unbalanced_Colony06,04_01_2022,Colony1_872Rep1,8,98.1,149.829804,,
Unbalanced,Unbalanced_Colony06,09_01_2022,Colony1_872Rep2,1,171.98,273.0022,,
Unbalanced,Unbalanced_Colony06,09_01_2022,Colony1_872Rep2,2,224.54,428.171622,,
Unbalanced,Unbalanced_Colony06,09_01_2022,Colony1_872Rep2,3,128.12,196.001537,,
Unbalanced,Unbalanced_Colony06,09_01_2022,Colony1_872Rep2,4,113.54,147.096816,,
Unbalanced,Unbalanced_Colony06,09_01_2022,Colony1_872Rep2,5,123.24,218.591062,,
Unbalanced,Unbalanced_Colony06,09_01_2022,Colony1_872Rep2,6,71.1,124.068982,,
Unbalanced,Unbalanced_Colony06,09_01_2022,Colony1_872Rep2,7,118.44,203.833957,,
Unbalanced,Unbalanced_Colony06,09_01_2022,Colony1_872Rep2,8,82.24,98.905247,,
Unbalanced,Unbalanced_Colony06,12_01_2022,Colony1_872Rep3,1,247.7,567.230748,,
Unbalanced,Unbalanced_Colony06,12_01_2022,Colony1_872Rep3,2,65.62,103.724797,,
Unbalanced,Unbalanced_Colony06,12_01_2022,Colony1_872Rep3,3,60.42,118.572298,,
Unbalanced,Unbalanced_Colony06,12_01_2022,Colony1_872Rep3,4,64.7,102.88745,,
Unbalanced,Unbalanced_Colony06,12_01_2022,Colony1_872Rep3,5,280.62,772.309696,,
Unbalanced,Unbalanced_Colony06,12_01_2022,Colony1_872Rep3,6,85.02,139.868553,,
Unbalanced,Unbalanced_Colony06,12_01_2022,Colony1_872Rep3,7,85.28,103.56113,,
Unbalanced,Unbalanced_Colony06,12_01_2022,Colony1_872Rep3,8,73.8,96.305833,,
Unbalanced,Unbalanced_Colony06,13_01_2022,Colony1_872Rep4,1,109.12,210.558867,,
Unbalanced,Unbalanced_Colony06,13_01_2022,Colony1_872Rep4,2,168.6,424.426576,,
Unbalanced,Unbalanced_Colony06,13_01_2022,Colony1_872Rep4,3,154.76,484.213099,,
Unbalanced,Unbalanced_Colony06,13_01_2022,Colony1_872Rep4,4,145.76,508.222058,,
Unbalanced,Unbalanced_Colony06,13_01_2022,Colony1_872Rep4,5,105.7,275.188742,,
Unbalanced,Unbalanced_Colony06,13_01_2022,Colony1_872Rep4,6,106.22,336.212566,,
Unbalanced,Unbalanced_Colony06,13_01_2022,Colony1_872Rep4,7,165.82,545.675376,,
Unbalanced,Unbalanced_Colony06,13_01_2022,Colony1_872Rep4,8,91.2,160.37729,,
Unbalanced,Unbalanced_Colony06,14_01_2022,Colony1_872Rep5,1,146.82,211.424502,,
Unbalanced,Unbalanced_Colony06,14_01_2022,Colony1_872Rep5,2,212.26,638.186754,,
Unbalanced,Unbalanced_Colony06,14_01_2022,Colony1_872Rep5,3,107.32,211.57644,,
Unbalanced,Unbalanced_Colony06,14_01_2022,Colony1_872Rep5,4,81.6,114.865719,,
Unbalanced,Unbalanced_Colony06,14_01_2022,Colony1_872Rep5,5,88.98,112.538021,,
Unbalanced,Unbalanced_Colony06,14_01_2022,Colony1_872Rep5,6,91.74,116.054866,,
Unbalanced,Unbalanced_Colony06,14_01_2022,Colony1_872Rep5,7,123.76,198.209754,,
Unbalanced,Unbalanced_Colony06,14_01_2022,Colony1_872Rep5,8,88.02,96.366313,,
Unbalanced,Unbalanced_Colony06,16_01_2022,Colony1_872Rep6,1,143.18,428.281215,,
Unbalanced,Unbalanced_Colony06,16_01_2022,Colony1_872Rep6,2,79.9,173.81187,,
Unbalanced,Unbalanced_Colony06,16_01_2022,Colony1_872Rep6,3,84.68,224.247423,,
Unbalanced,Unbalanced_Colony06,16_01_2022,Colony1_872Rep6,4,137.26,373.064059,,
Unbalanced,Unbalanced_Colony06,16_01_2022,Colony1_872Rep6,5,66.08,126.202168,,
Unbalanced,Unbalanced_Colony06,16_01_2022,Colony1_872Rep6,6,140.74,311.313133,,
Unbalanced,Unbalanced_Colony06,16_01_2022,Colony1_872Rep6,7,58.64,76.007271,,
Unbalanced,Unbalanced_Colony06,16_01_2022,Colony1_872Rep6,8,118.74,207.945881,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep1,1,139.74,386.666975,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep1,2,113.54,167.34051,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep1,3,235.74,678.047852,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep1,4,268.98,773.617694,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep1,5,116.46,288.969803,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep1,6,98.4,196.277505,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep1,7,181.72,448.159475,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep1,8,125.78,332.589602,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep2,1,163.36,227.208107,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep2,2,191.64,367.180372,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep2,3,97.92,83.835728,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep2,4,88.74,104.98799,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep2,5,83.86,81.686846,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep2,6,111.18,253.862252,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep2,7,83.66,98.74241,,
Unbalanced,Unbalanced_Colony07,17_02_2022,Colony2_809Rep2,8,69.64,101.966955,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep3,1,158.34,263.507442,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep3,2,103.7,96.346892,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep3,3,102.88,139.285115,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep3,4,102.04,109.057131,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep3,5,128.62,280.960048,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep3,6,179.72,464.893004,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep3,7,108.84,182.575884,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep3,8,118.42,165.957774,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep4,1,145.52,329.389155,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep4,2,157.42,310.536756,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep4,3,118.72,154.16994,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep4,4,281.42,683.112392,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep4,5,115.26,181.72078,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep4,6,91.52,176.78934,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep4,7,128.12,294.229368,,
Unbalanced,Unbalanced_Colony07,21_02_2022,Colony2_809Rep4,8,121.74,285.754918,,
Unbalanced,Unbalanced_Colony07,23_02_2022,Colony2_809Rep5,1,181.46,288.089773,,
Unbalanced,Unbalanced_Colony07,23_02_2022,Colony2_809Rep5,2,172.86,328.334862,,
Unbalanced,Unbalanced_Colony07,23_02_2022,Colony2_809Rep5,3,93.3,137.281539,,
Unbalanced,Unbalanced_Colony07,23_02_2022,Colony2_809Rep5,4,105.72,140.446055,,
Unbalanced,Unbalanced_Colony07,23_02_2022,Colony2_809Rep5,5,80.42,118.146018,,
Unbalanced,Unbalanced_Colony07,23_02_2022,Colony2_809Rep5,6,106.9,190.932622,,
Unbalanced,Unbalanced_Colony07,23_02_2022,Colony2_809Rep5,7,131.48,203.638331,,
Unbalanced,Unbalanced_Colony07,23_02_2022,Colony2_809Rep5,8,106.42,214.086589,,
Unbalanced,Unbalanced_Colony07,24_02_2022,Colony2_809Rep6,1,180.24,382.214898,,
Unbalanced,Unbalanced_Colony07,24_02_2022,Colony2_809Rep6,2,128.52,284.666431,,
Unbalanced,Unbalanced_Colony07,24_02_2022,Colony2_809Rep6,3,105.02,115.470439,,
Unbalanced,Unbalanced_Colony07,24_02_2022,Colony2_809Rep6,4,94.7,189.101596,,
Unbalanced,Unbalanced_Colony07,24_02_2022,Colony2_809Rep6,5,92.9,186.006643,,
Unbalanced,Unbalanced_Colony07,24_02_2022,Colony2_809Rep6,6,92.72,195.877225,,
Unbalanced,Unbalanced_Colony07,24_02_2022,Colony2_809Rep6,7,114.14,245.966465,,
Unbalanced,Unbalanced_Colony07,24_02_2022,Colony2_809Rep6,8,95.46,134.476922,,
Unbalanced,Unbalanced_Colony08,12_04_2022,Colony3_879Rep1,1,134.9,318.020794,,
Unbalanced,Unbalanced_Colony08,12_04_2022,Colony3_879Rep1,2,295.58,315.495092,,
Unbalanced,Unbalanced_Colony08,12_04_2022,Colony3_879Rep1,3,163.66,185.492856,,
Unbalanced,Unbalanced_Colony08,12_04_2022,Colony3_879Rep1,4,136.14,111.857824,,
Unbalanced,Unbalanced_Colony08,12_04_2022,Colony3_879Rep1,5,114.6,190.31535,,
Unbalanced,Unbalanced_Colony08,12_04_2022,Colony3_879Rep1,6,164.24,296.889789,,
Unbalanced,Unbalanced_Colony08,12_04_2022,Colony3_879Rep1,7,112.42,211.976121,,
Unbalanced,Unbalanced_Colony08,12_04_2022,Colony3_879Rep1,8,105.76,143.797958,,
Unbalanced,Unbalanced_Colony08,13_04_2022,Colony3_879Rep2,1,200.72,394.094034,,
Unbalanced,Unbalanced_Colony08,13_04_2022,Colony3_879Rep2,2,149.3,263.969553,,
Unbalanced,Unbalanced_Colony08,13_04_2022,Colony3_879Rep2,3,171.1,465.775786,,
Unbalanced,Unbalanced_Colony08,13_04_2022,Colony3_879Rep2,4,92.06,126.11792,,
Unbalanced,Unbalanced_Colony08,13_04_2022,Colony3_879Rep2,5,95.84,90.394385,,
Unbalanced,Unbalanced_Colony08,13_04_2022,Colony3_879Rep2,6,83.36,75.25661,,
Unbalanced,Unbalanced_Colony08,13_04_2022,Colony3_879Rep2,7,141.08,218.174044,,
Unbalanced,Unbalanced_Colony08,13_04_2022,Colony3_879Rep2,8,83.22,102.686652,,
Unbalanced,Unbalanced_Colony08,14_04_2022,Colony3_879Rep3,1,198.78,169.939726,,
Unbalanced,Unbalanced_Colony08,14_04_2022,Colony3_879Rep3,2,196.6,224.048414,,
Unbalanced,Unbalanced_Colony08,14_04_2022,Colony3_879Rep3,3,178.22,167.450283,,
Unbalanced,Unbalanced_Colony08,14_04_2022,Colony3_879Rep3,4,159.8,181.585668,,
Unbalanced,Unbalanced_Colony08,14_04_2022,Colony3_879Rep3,5,129.76,105.316805,,
Unbalanced,Unbalanced_Colony08,14_04_2022,Colony3_879Rep3,6,151.44,213.183148,,
Unbalanced,Unbalanced_Colony08,14_04_2022,Colony3_879Rep3,7,237.56,379.787389,,
Unbalanced,Unbalanced_Colony08,14_04_2022,Colony3_879Rep3,8,206.02,269.961019,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep4,1,131.4,153.876464,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep4,2,115.82,90.048077,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep4,3,158.06,206.869679,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep4,4,128.58,137.271472,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep4,5,144.6,212.787873,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep4,6,160.26,409.168278,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep4,7,156.44,223.065021,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep4,8,90.1,153.36996,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep5,1,252.42,272.308952,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep5,2,252.04,254.695859,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep5,3,273.02,341.725321,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep5,4,175.8,120.10346,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep5,5,252.16,303.011287,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep5,6,143.88,107.126183,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep5,7,142.08,178.937233,,
Unbalanced,Unbalanced_Colony08,17_04_2022,Colony3_879Rep5,8,263.52,307.6467,,
Unbalanced,Unbalanced_Colony08,19_04_2022,Colony3_879Rep6,1,149.3,366.332658,,
Unbalanced,Unbalanced_Colony08,19_04_2022,Colony3_879Rep6,2,157.68,349.67196,,
Unbalanced,Unbalanced_Colony08,19_04_2022,Colony3_879Rep6,3,146.9,414.817116,,
Unbalanced,Unbalanced_Colony08,19_04_2022,Colony3_879Rep6,4,91.38,209.566101,,
Unbalanced,Unbalanced_Colony08,19_04_2022,Colony3_879Rep6,5,132,356.545052,,
Unbalanced,Unbalanced_Colony08,19_04_2022,Colony3_879Rep6,6,186.44,481.313445,,
Unbalanced,Unbalanced_Colony08,19_04_2022,Colony3_879Rep6,7,174.96,521.764282,,
Unbalanced,Unbalanced_Colony08,19_04_2022,Colony3_879Rep6,8,117.72,313.567317,,
