p1,p_flip,p0_same,p1_uncond,p2_uncond,p3_uncond,p4_uncond,mean_visits,sem_visits,mean_first_mistake_or_9,sem_first_mistake_or_9,prop_complete,prop_perfect,n_sims,log10_mean_visits
0.371805,0.34,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,18.835875,0.08114398647690747,4.976,0.016356159099634657,1.0,0.00725,8000,1.2749857996837042
0.371805,0.35000000000000003,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,19.004125,0.08264981773781105,4.96375,0.016535792126177538,1.0,0.00725,8000,1.2788478783369226
0.371805,0.36,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,18.962625,0.0812917865346286,4.966625,0.01642037887130378,1.0,0.00675,8000,1.2778984566362535
0.371805,0.37,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,18.993,0.08200356363022285,4.945125,0.01635975005843982,1.0,0.0075,8000,1.2785935682411336
0.371805,0.38,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,19.266,0.08456129035485628,4.895125,0.01650150953016032,1.0,0.00675,8000,1.2847915559501462
0.371805,0.39,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,19.338,0.08517941471732737,4.916125,0.016421630759199096,1.0,0.005625,8000,1.286411555895978
0.371805,0.4,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,19.479375,0.08480419827566041,4.904,0.016446141171865533,1.0,0.005875,8000,1.289575018332861
0.371805,0.41000000000000003,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,19.377125,0.08527853200131562,4.894,0.01624722273284934,1.0,0.00575,8000,1.2872893408644603
0.371805,0.42,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,19.224125,0.083412267226334,4.873875,0.016319021856599416,1.0,0.006625,8000,1.2838465816948108
0.371805,0.43,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,19.505625,0.08562768277507603,4.864375,0.01633534397723941,1.0,0.005125,8000,1.2901598705515525
0.371805,0.44,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,19.520375,0.0844846306379073,4.872875,0.016095314898817187,1.0,0.00725,8000,1.2904881565103028
0.371805,0.45,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,19.488,0.08439525946389108,4.830625,0.016352387096150296,1.0,0.00525,8000,1.2897672709527814
0.371805,0.46,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,19.679,0.0867312525204754,4.807,0.016056575030192848,1.0,0.004375,8000,1.294003025725598
0.371805,0.47000000000000003,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,19.821625,0.08905931234329882,4.82125,0.01607232387170037,1.0,0.00475,8000,1.2971392555783219
0.371805,0.48,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,19.87175,0.08693593891119941,4.798625,0.016110294267006612,1.0,0.004375,8000,1.2982361148137447
0.371805,0.49,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,19.940125,0.0886299506745121,4.782,0.016213377476674933,1.0,0.00475,8000,1.2997278764751394
0.371805,0.5,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,19.913375,0.08814699441983277,4.7675,0.01622674126685693,1.0,0.00625,8000,1.2991448722654446
0.371805,0.51,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,20.11425,0.08840833032750031,4.753125,0.016005600244969734,1.0,0.004125,8000,1.3035038436716884
0.371805,0.52,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,20.107625,0.08933261034936153,4.733125,0.015881022248436398,1.0,0.005,8000,1.3033607771951192
0.371805,0.53,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,20.184875,0.08961670281523869,4.72675,0.015882721344031743,1.0,0.003875,8000,1.3050260642750262
0.371805,0.54,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,20.23575,0.08945891154208331,4.682875,0.015803704041444006,1.0,0.003125,8000,1.3061193053337252
0.371805,0.55,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,20.362625,0.0913350426995301,4.700625,0.01591384169415287,1.0,0.00425,8000,1.308833763327302
0.371805,0.56,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,20.47575,0.09234560740007215,4.676,0.016039136720482877,1.0,0.004625,8000,1.3112398183638843
0.371805,0.5700000000000001,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,20.2465,0.0897515968514888,4.681375,0.016051132157181805,1.0,0.005,8000,1.306349957819207
0.371805,0.58,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,20.5165,0.09186873625906547,4.691875,0.01588803171386697,1.0,0.004,8000,1.312103274552174
0.371805,0.59,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,20.623,0.09229937037554191,4.6855,0.01589454460871842,1.0,0.005,8000,1.314351841775663
0.371805,0.6,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,20.66525,0.09213368755094532,4.643,0.015635678248937204,1.0,0.0035,8000,1.3152406635719363
0.371805,0.61,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,20.749375,0.09245191957634544,4.62775,0.015582132156505984,1.0,0.003875,8000,1.3170050196920087
0.371805,0.62,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,20.769,0.09286011792038347,4.5925,0.015722956788443813,1.0,0.003875,8000,1.3174155863310986
0.371805,0.63,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,20.788875,0.09383353342913368,4.61925,0.015707387432033135,1.0,0.003375,8000,1.3178309879119499
0.371805,0.64,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,20.96975,0.09359192966463396,4.571875,0.01540422537217596,1.0,0.002625,8000,1.32159325286555
0.371805,0.65,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,21.19275,0.09753468001902349,4.595125,0.015580211717801572,1.0,0.0035,8000,1.326187315008777
0.371805,0.66,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,21.2385,0.09551504519829533,4.557,0.015398815390783468,1.0,0.001875,8000,1.3271238408121233
0.371805,0.67,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,21.25975,0.09743941988361746,4.547125,0.015459698560509601,1.0,0.00425,8000,1.3275581532136727
0.371805,0.68,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,21.272,0.09642909608267317,4.54325,0.015486362003824986,1.0,0.002875,8000,1.3278083243235106
0.371805,0.6900000000000001,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,21.44125,0.09777771916435318,4.510875,0.015458091275125423,1.0,0.002875,8000,1.331250100623241
0.371805,0.7000000000000001,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,21.597,0.09949543980915836,4.499875,0.015218128892138718,1.0,0.00325,8000,1.3343934282837038
0.371805,0.71,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,21.823,0.0994659580439519,4.51675,0.015138727731291202,1.0,0.001875,8000,1.3389144526633288
0.371805,0.72,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,21.805875,0.10107154393137051,4.514125,0.015373625274837953,1.0,0.00325,8000,1.3385735182072127
0.371805,0.73,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,21.90175,0.10064478147769182,4.47175,0.014997611750951517,1.0,0.002125,8000,1.3404788173505766
0.371805,0.74,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,22.141625,0.10312974419603257,4.464,0.015143824382470758,1.0,0.002875,8000,1.3452094910971455
0.371805,0.75,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,22.02325,0.10217855076637702,4.474625,0.015123800938958107,1.0,0.002625,8000,1.3428814087735974
0.371805,0.76,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,22.301375,0.10455694038606302,4.425125,0.015112586329946059,1.0,0.001875,8000,1.3483316404698347
0.371805,0.77,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,22.345375,0.10468064478854743,4.440125,0.01505984637765239,1.0,0.00325,8000,1.3491876473859123
0.371805,0.78,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,22.549875,0.10716940314599221,4.406125,0.014947453423321155,1.0,0.002375,8000,1.3531441388099572
0.371805,0.79,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,22.564125,0.10487694405693375,4.411875,0.014924630351226964,1.0,0.002875,8000,1.3534184969503544
0.371805,0.8,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,22.870375,0.10819515270475603,4.419,0.014932816165239164,1.0,0.002625,8000,1.35927328568657
0.371805,0.81,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,22.937125,0.1082681241877602,4.388375,0.014748971962262925,1.0,0.003625,8000,1.3605389813558588
0.371805,0.8200000000000001,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,23.06375,0.10953377537627845,4.37375,0.014751180185059989,1.0,0.002625,8000,1.3629299218615545
0.371805,0.8300000000000001,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,23.13,0.11018364808145566,4.347,0.014557227212213647,1.0,0.00125,8000,1.3641756327706194
0.371805,0.84,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,23.219,0.11104679215878364,4.38575,0.014769754073508605,1.0,0.0025,8000,1.365843511533739
0.371805,0.85,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,23.436125,0.11152990568914578,4.350625,0.014659263297380525,1.0,0.001875,8000,1.3698858057147874
0.371805,0.86,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,23.5695,0.11259612428787494,4.324875,0.014313612899479798,1.0,0.001875,8000,1.3723503695610568
0.371805,0.87,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,23.698125,0.11324962580629144,4.326875,0.014635111550929104,1.0,0.002125,8000,1.374713985910248
0.371805,0.88,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,23.959,0.11608754526119756,4.298375,0.014552959956734328,1.0,0.00175,8000,1.3794686875259106
0.371805,0.89,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,24.03475,0.11581299856241095,4.290375,0.014206113002074264,1.0,0.00225,8000,1.3808396091280672
0.371805,0.9,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,24.250375,0.11635988192967199,4.29725,0.014264667531350757,1.0,0.001375,8000,1.384718458780406
0.371805,0.91,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,24.403,0.11839980443062882,4.258875,0.014119171741756281,1.0,0.001875,8000,1.3874432199189335
0.371805,0.92,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,24.574,0.12308148878531734,4.2405,0.013979248770034883,1.0,0.001625,8000,1.3904758539378153
0.371805,0.93,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,24.762625,0.12079805993923291,4.26425,0.0140995156558733,1.0,0.002875,8000,1.3937966808403226
0.371805,0.9400000000000001,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,24.929625,0.12131964021463959,4.244375,0.013886138251015498,1.0,0.001625,8000,1.3967157457458268
0.371805,0.9500000000000001,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,25.135875,0.12464346602309186,4.240875,0.013967817180449968,1.0,0.00175,8000,1.4002940079670143
0.371805,0.96,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,25.276625,0.12617957188751708,4.216125,0.013847864220334051,1.0,0.0015,8000,1.4027190853648168
0.371805,0.97,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,25.594875,0.12809171822499532,4.21475,0.013976890708298969,1.0,0.001875,8000,1.4081530128883037
0.371805,0.98,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,25.81075,0.12748783647173376,4.197875,0.013743904918623984,1.0,0.001375,8000,1.4118006243086514
0.371805,0.99,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,25.797875,0.12907128838449133,4.187125,0.013732023716710314,1.0,0.001875,8000,1.4115839341112084
0.371805,1.0,0.0335,0.371805,0.2850183333333333,0.19823166666666667,0.11144500000000002,25.9645,0.12980265717610037,4.190625,0.013646076930708871,1.0,0.001125,8000,1.4143799637756063
0.37897000000000003,0.0,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,17.40475,0.0738170258060419,5.495375,0.01621049578802532,1.0,0.0125,8000,1.2406677895048093
0.37897000000000003,0.01,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,17.470125,0.07421136605266944,5.460125,0.015830787244321486,1.0,0.01,8000,1.2422960124022797
0.37897000000000003,0.02,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,17.469875,0.074527383235314,5.46275,0.01636643019085558,1.0,0.010875,8000,1.242289797541348
0.37897000000000003,0.03,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,17.49275,0.07428089852831124,5.436125,0.016036782574640505,1.0,0.01325,8000,1.242858089406795
0.37897000000000003,0.04,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,17.5155,0.0744910302180596,5.443,0.016016622350668707,1.0,0.010875,8000,1.243422539263849
0.37897000000000003,0.05,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,17.62575,0.07559133629889692,5.40675,0.016214643660010776,1.0,0.01225,8000,1.246147605886494
0.37897000000000003,0.06,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,17.60375,0.07435347535320481,5.38425,0.01622542450099626,1.0,0.010625,8000,1.2456051922931215
0.37897000000000003,0.07,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,17.59525,0.07387204690951663,5.38175,0.01624049988199415,1.0,0.01175,8000,1.2453954418361235
0.37897000000000003,0.08,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,17.62125,0.07438420652907524,5.3745,0.016309566793637542,1.0,0.01175,8000,1.2460367127506706
0.37897000000000003,0.09,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,17.831625,0.07534499960875062,5.342,0.016410954113849255,1.0,0.01025,8000,1.2511909223327027
0.37897000000000003,0.1,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,17.73075,0.07635859895350207,5.323625,0.016467441498319118,1.0,0.011125,8000,1.248727106383345
0.37897000000000003,0.11,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,17.75575,0.07663424882648195,5.30425,0.016640345694293828,1.0,0.009875,8000,1.2493390215535527
0.37897000000000003,0.12,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,17.875125,0.07707116938220554,5.2905,0.01624181927422747,1.0,0.008125,8000,1.2522490874868484
0.37897000000000003,0.13,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,17.802375,0.07528154377917669,5.2845,0.01645573813794775,1.0,0.009625,8000,1.2504779450386163
0.37897000000000003,0.14,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,17.90825,0.07594866698757556,5.285,0.01635081171166905,1.0,0.009125,8000,1.253053148524822
0.37897000000000003,0.15,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.025375,0.07799925079167352,5.262125,0.016537604787072,1.0,0.009,8000,1.2558843085502254
0.37897000000000003,0.16,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.1165,0.07959998736493971,5.2445,0.016372567800196962,1.0,0.0105,8000,1.2580742983348534
0.37897000000000003,0.17,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.186375,0.0800849572015127,5.22225,0.01636258182402745,1.0,0.007875,8000,1.259746141922916
0.37897000000000003,0.18,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.17775,0.07873817739673665,5.1985,0.016412141497945006,1.0,0.008875,8000,1.2595401262425354
0.37897000000000003,0.19,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.10375,0.07550822590095624,5.19125,0.016216066100860384,1.0,0.008375,8000,1.257768543688048
0.37897000000000003,0.2,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.19175,0.0787691933144832,5.175625,0.016676364113975283,1.0,0.00925,8000,1.2598744790957204
0.37897000000000003,0.21,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.120875,0.07716355879654362,5.17575,0.016291782283063595,1.0,0.00625,8000,1.2581791645602662
0.37897000000000003,0.22,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.139375,0.07740352133017699,5.1625,0.01652977231911,1.0,0.008375,8000,1.2586223191779176
0.37897000000000003,0.23,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.1445,0.07718571547303384,5.14325,0.01647062050607025,1.0,0.007625,8000,1.2587450050395876
0.37897000000000003,0.24,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.552875,0.0812206108555602,5.14575,0.01663123392686908,1.0,0.00775,8000,1.2684112185272178
0.37897000000000003,0.25,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.3075,0.07786447089801952,5.107125,0.01648454190483016,1.0,0.00775,8000,1.2626290428088887
0.37897000000000003,0.26,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.52825,0.07909326589714376,5.08625,0.01657496480749797,1.0,0.00775,8000,1.2678344019830063
0.37897000000000003,0.27,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.672625,0.08050033455927308,5.077,0.016331861994718384,1.0,0.005375,8000,1.2712053754144748
0.37897000000000003,0.28,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.6905,0.08156524431327956,5.03775,0.01652024461071172,1.0,0.008125,8000,1.2716209195883779
0.37897000000000003,0.29,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.726625,0.08175655573391383,5.00775,0.016384857342414256,1.0,0.00625,8000,1.2724595138434647
0.37897000000000003,0.3,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.638125,0.07898588501625368,5.02025,0.016435898500916875,1.0,0.006375,8000,1.2704022200827858
0.37897000000000003,0.31,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.658125,0.08200569448085776,5.056125,0.016551997436088057,1.0,0.0085,8000,1.2708679983028823
0.37897000000000003,0.32,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.7605,0.08072554301713879,5.009375,0.016378550631450065,1.0,0.008125,8000,1.273244408901641
0.37897000000000003,0.33,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.74825,0.08249710427472115,4.997,0.01652181879552124,1.0,0.007,8000,1.2729607360203818
0.37897000000000003,0.34,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,18.865,0.08130181808055031,4.973,0.016466033714385667,1.0,0.007375,8000,1.2756568095370142
0.37897000000000003,0.35000000000000003,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.019625,0.08332442830566515,4.931125,0.016231314988168877,1.0,0.007125,8000,1.279201949928618
0.37897000000000003,0.36,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.144125,0.08422825934925879,4.94775,0.016397556286502604,1.0,0.006375,8000,1.282035521304974
0.37897000000000003,0.37,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.11175,0.08474221437719039,4.9405,0.01647054578967638,1.0,0.00625,8000,1.2813004557910788
0.37897000000000003,0.38,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.045875,0.0820636223628429,4.916125,0.016304162850715696,1.0,0.004125,8000,1.2798009296849373
0.37897000000000003,0.39,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.296625,0.08565554234936447,4.9065,0.016079942142850346,1.0,0.005625,8000,1.2854813570881352
0.37897000000000003,0.4,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.3925,0.08427859057230137,4.892625,0.01627348470549355,1.0,0.00575,8000,1.2876338001162229
0.37897000000000003,0.41000000000000003,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.4395,0.08476366012926655,4.86375,0.016017344087003005,1.0,0.0045,8000,1.2886850903210412
0.37897000000000003,0.42,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.3735,0.08508138500288562,4.889625,0.016315094780956343,1.0,0.006625,8000,1.2872080870781542
0.37897000000000003,0.43,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.361125,0.08471654253077832,4.879125,0.016209669135073625,1.0,0.006625,8000,1.2869305888761498
0.37897000000000003,0.44,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.547,0.08489570681211972,4.855625,0.01623574166261868,1.0,0.005,8000,1.2910801129635265
0.37897000000000003,0.45,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.508125,0.0863967218547109,4.845875,0.016390313933714956,1.0,0.006125,8000,1.2902155297079394
0.37897000000000003,0.46,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.570375,0.08554703797844339,4.813375,0.016020700562949516,1.0,0.00475,8000,1.2915991475215867
0.37897000000000003,0.47000000000000003,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.850125,0.0867521169872649,4.77775,0.016198446403767768,1.0,0.004875,8000,1.297763245942424
0.37897000000000003,0.48,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.752875,0.08770974663202293,4.802125,0.015976450369768535,1.0,0.00425,8000,1.2956303154442725
0.37897000000000003,0.49,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.911,0.08685952997365001,4.75825,0.016027569296674246,1.0,0.004625,8000,1.2990930723617053
0.37897000000000003,0.5,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.947,0.08659816701476013,4.76075,0.016087721452561012,1.0,0.004375,8000,1.299877587671053
0.37897000000000003,0.51,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,19.975125,0.08951921576145366,4.770375,0.01609893837801075,1.0,0.0035,8000,1.3004895057152095
0.37897000000000003,0.52,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,20.13875,0.0902352071187459,4.72775,0.016071668535148676,1.0,0.004125,8000,1.3040325106590205
0.37897000000000003,0.53,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,20.2135,0.09014782608343058,4.72725,0.015807859302874233,1.0,0.00375,8000,1.3056415188137298
0.37897000000000003,0.54,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,20.248875,0.08975434674511219,4.684125,0.015898509155610988,1.0,0.005125,8000,1.3064008994092382
0.37897000000000003,0.55,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,20.369875,0.09038890808547796,4.66775,0.01586313169131121,1.0,0.003375,8000,1.3089883639546658
0.37897000000000003,0.56,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,20.38025,0.09041179004233812,4.6965,0.015830699451718527,1.0,0.004625,8000,1.3092095070970293
0.37897000000000003,0.5700000000000001,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,20.5445,0.09242873120704442,4.65375,0.015704726899674955,1.0,0.0045,8000,1.312695576121943
0.37897000000000003,0.58,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,20.686625,0.09199312735529187,4.630625,0.01571199373139042,1.0,0.0035,8000,1.3156896417804196
0.37897000000000003,0.59,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,20.801,0.09555465039128877,4.648875,0.015759261517828915,1.0,0.00425,8000,1.3180842140032647
0.37897000000000003,0.6,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,20.891125,0.09463827690067438,4.62075,0.01566510785593311,1.0,0.00425,8000,1.3199618276364455
0.37897000000000003,0.61,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,20.564875,0.09093975428359437,4.62125,0.015751176690437817,1.0,0.003,8000,1.3131260740700796
0.37897000000000003,0.62,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,20.86425,0.09551975971101165,4.627,0.01560694787915827,1.0,0.004375,8000,1.3194027778943298
0.37897000000000003,0.63,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,21.105625,0.09424592209560492,4.583125,0.015500324570943686,1.0,0.003125,8000,1.3243982174253792
0.37897000000000003,0.64,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,21.254625,0.09612217523934562,4.5755,0.015612669156162004,1.0,0.003625,8000,1.3274534470181547
0.37897000000000003,0.65,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,21.203125,0.0969858375531325,4.560125,0.015541784531712526,1.0,0.003875,8000,1.32639987367585
0.37897000000000003,0.66,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,21.293625,0.09601879957152021,4.562,0.015594066078547563,1.0,0.004125,8000,1.3282496014798622
0.37897000000000003,0.67,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,21.492125,0.09756421395689867,4.562625,0.015496242459485795,1.0,0.0035,8000,1.3322793577971017
0.37897000000000003,0.68,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,21.552875,0.0997380330601206,4.51875,0.015219765433310087,1.0,0.00325,8000,1.3335052101512663
0.37897000000000003,0.6900000000000001,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,21.664875,0.09936025909252018,4.50375,0.015104693348679563,1.0,0.002625,8000,1.3357561876253279
0.37897000000000003,0.7000000000000001,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,21.719375,0.09882000050715646,4.502,0.015278577465398105,1.0,0.002125,8000,1.336847323773321
0.37897000000000003,0.71,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,21.803875,0.1007494171381581,4.474875,0.015147599579421892,1.0,0.002125,8000,1.3385336835847066
0.37897000000000003,0.72,0.0335,0.37897000000000003,0.2874066666666667,0.19584333333333334,0.10427999999999998,21.932625,0.10122998760234352,4.4785,0.015101803760134126,1.0,0.002375,8000,1.3410906132001226
